City,State,Zip,Bank,BankState,NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,BalanceGross,GrAppv,SBA_Appv,Defaulted
TAMPA,FL,33618,SOUTHERN COMM. BANK NATL ASSOC,FL,443120,84,14,2.0,0,0,18925,0,N,N,130000.0,0.0,130000.0,97500.0,0
HELENA,MT,59601,MOUNTAIN W. BANK NATL ASSOC,MT,314991,84,4,1.0,0,0,1,0,N,N,202500.0,0.0,202500.0,172125.0,0
FAIRFIELD,AL,35214,CITIZENS TRUST BANK,AL,448310,84,2,2.0,0,0,1,1,N,N,80000.0,0.0,80000.0,64000.0,0
CHUGWATER,WY,82210,OREGON TRAIL BANK,WY,0,300,8,1.0,0,0,1,0,N,N,600000.0,0.0,600000.0,450000.0,0
THIBODAUX,LA,70301,SYNERGY BANK,LA,0,150,9,2.0,0,0,1,1,0,Y,73100.0,0.0,73100.0,58480.0,0
BALLWIN,MO,63021,BANK OF AMERICA NATL ASSOC,NC,561740,84,2,1.0,0,2,1,1,Y,N,10000.0,0.0,10000.0,5000.0,0
RACINE,WI,53404,JPMORGAN CHASE BANK NATL ASSOC,IL,811111,60,1,2.0,0,0,1,0,N,Y,60000.0,0.0,60000.0,54000.0,0
SPRINGFIELD,MO,65802,"UMB BANK, NATIONAL ASSOCIATION",MO,422930,17,14,1.0,0,0,1,0,N,N,311000.0,0.0,311000.0,233250.0,1
MEMPHIS,TN,38103,REGIONS BANK,AL,722211,84,15,2.0,15,15,0,1,N,N,51000.0,0.0,51000.0,25500.0,0
LOS ALTOS,CA,94022,BANK OF AMERICA NATL ASSOC,NC,448140,84,1,1.0,0,1,1,1,Y,N,25000.0,0.0,25000.0,12500.0,0
Mercer,PA,16137,"PNC BANK, NATIONAL ASSOCIATION",DE,811198,29,1,2.0,0,1,0,1,Y,N,24356.0,0.0,10500.0,5250.0,1
MANCHESTER,NH,3109,CITIZENS BANK NATL ASSOC,RI,332710,84,3,1.0,1,4,1,1,Y,N,69256.0,0.0,44000.0,22000.0,0
MEMPHIS,MO,63555,U.S. BANK NATIONAL ASSOCIATION,OH,0,240,2,1.0,0,0,1,0,0,Y,40000.0,0.0,40000.0,32000.0,0
SUNNYVALE,CA,94086,PROFESSIONAL BUSINESS BANK,CA,811111,64,3,2.0,0,0,20550,1,0,Y,150000.0,0.0,150000.0,127500.0,1
Wellesley (town of),MA,2482,"CITIBANK, N.A.",SD,621210,84,10,1.0,0,10,0,1,N,N,375356.0,0.0,431000.0,387900.0,0
PARKER,CO,80134,WELLS FARGO BANK NATL ASSOC,SD,621310,87,2,1.0,0,2,1,1,0,N,208000.0,0.0,208000.0,156000.0,0
MERCER ISLAND,WA,98040,NEWTEK SMALL BUS. FINANCE INC.,NY,0,120,40,2.0,0,0,82419,0,N,N,182000.0,0.0,182000.0,136500.0,0
BLOOMFIELD,NJ,7003,"TD BANK, NATIONAL ASSOCIATION",DE,0,31,2,2.0,0,0,1,0,N,Y,48000.0,0.0,48000.0,43200.0,1
SHINNSTON,WV,26431,THE HUNTINGTON NATIONAL BANK,WV,332813,60,4,2.0,0,0,1,0,N,Y,40000.0,0.0,40000.0,32000.0,0
SAN DIEGO,CA,92113,PACIFIC WESTERN BANK,CA,327111,60,42,1.0,42,42,1,1,0,N,40000.0,0.0,40000.0,30000.0,0
YORK,NE,68467,CORNERSTONE BANK,NE,235920,150,3,2.0,0,0,1,0,N,N,135000.0,0.0,135000.0,94500.0,0
Rockland,ME,4841,KEYBANK NATIONAL ASSOCIATION,OH,0,180,3,1.0,0,0,1,2,N,N,127000.0,0.0,127000.0,63500.0,0
BAYSHORE,NY,11706,,,0,84,1,2.0,0,0,1,0,N,N,250000.0,0.0,250000.0,212500.0,0
Idaho Falls,ID,83401,KEYBANK NATIONAL ASSOCIATION,OH,238910,72,1,2.0,1,2,0,1,Y,N,10055.0,0.0,10000.0,5000.0,0
POWAY,CA,92064,NEIGHBORHOOD NATIONAL BANK,CA,445120,300,2,1.0,0,2,1,1,0,N,337500.0,0.0,337500.0,253125.0,0
CIMARRON,NM,87714,UMPQUA BANK,CA,0,300,2,1.0,0,0,1,2,N,N,160000.0,0.0,160000.0,120000.0,0
SAN DIEGO,CA,92121,WELLS FARGO BANK NATL ASSOC,CA,0,120,24,1.0,0,0,1,1,N,N,386000.0,0.0,450000.0,337500.0,0
BELL GARDENS,CA,90201,"CITIBANK, N.A.",SD,316999,60,9,1.0,2,9,1,1,0,N,25000.0,0.0,25000.0,12500.0,0
LILBURN,GA,30247,CHARTERBANK,GA,0,180,5,1.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,90000.0,0
RIVER FALLS,WI,54022,EAGLE VALLEY BANK NATL ASSOC,WI,722110,84,12,1.0,0,12,1,2,0,N,25000.0,0.0,25000.0,21250.0,0
LAWRENCE,MA,1840,BANK OF AMERICA NATL ASSOC,RI,447110,84,2,1.0,0,2,1,1,0,N,25000.0,0.0,25000.0,12500.0,0
WEST LEBANON,NH,3784,CHITTENDEN TR COMPANY A DIVISI,VT,451110,72,3,2.0,0,0,1,2,N,N,70000.0,0.0,70000.0,52500.0,0
CLANCY (CLANCEY),MT,59634,VALLEY BK OF HELENA A DIVISION,MT,0,33,2,2.0,2,0,1,2,Y,N,20300.0,0.0,20300.0,10150.0,0
BAKERSFIELD,CA,93263,WELLS FARGO BANK NATL ASSOC,SD,531120,300,2,1.0,0,2,0,2,N,N,300000.0,0.0,300000.0,225000.0,0
GRAND FORKS,ND,58201,FRANDSEN BANK & TRUST,ND,0,60,3,1.0,0,0,1,0,N,Y,20000.0,0.0,20000.0,15000.0,0
FREMOUNT,CA,94555,PACIFIC VALLEY BANK,CA,423940,45,7,2.0,0,0,1,1,N,N,1496775.0,0.0,1500000.0,1125000.0,1
PRINT WORKS,RI,2919,BANK RHODE ISLAND,RI,811310,83,4,1.0,0,4,1,1,Y,N,104400.0,0.0,100000.0,50000.0,0
FALLON,NV,89406,"BUSINESS LENDERS, LLC",CT,492210,120,2,2.0,0,0,84535,2,0,Y,100000.0,0.0,100000.0,85000.0,0
BEVERLY,MA,1915,BEVERLY BANK,MA,423720,84,25,,0,25,0,1,N,N,25000.0,0.0,25000.0,12500.0,0
Patterson,NY,12563,MANUFACTURERS & TRADERS TR CO,NY,484121,30,5,2.0,0,5,0,1,Y,N,83428.0,0.0,50000.0,25000.0,1
OGDEN,UT,84401,MOUNTAIN W. SMALL BUS. FINAN,UT,511130,240,18,1.0,6,0,1,1,N,N,209000.0,0.0,209000.0,209000.0,0
EL PASO,TX,79925,FIRST NATIONAL BANK,TX,0,84,38,1.0,0,0,1,0,N,N,365000.0,0.0,400000.0,340000.0,0
MONTEVIDEO,MN,56265,MINNWEST BANK,MN,621310,84,1,2.0,0,0,1,0,0,Y,35000.0,0.0,35000.0,28000.0,0
AUGUSTA,GA,30909,CSRA LOCAL DEVEL CORP,GA,0,240,12,1.0,12,12,1,1,N,N,342000.0,0.0,342000.0,342000.0,0
ATLANTA,GA,30303,SOUTH STATE BANK,GA,0,240,7,2.0,0,0,1,0,N,N,760000.0,0.0,760000.0,570000.0,0
CENTRAL POINT,OR,97502,WELLS FARGO BANK NATL ASSOC,SD,484230,7,2,1.0,0,2,1,2,Y,N,40000.0,0.0,20000.0,10000.0,1
FAIR OAKS,CA,95628,GREATER SACRAMENTO CERT. DEVEL,CA,421860,240,6,1.0,6,0,1,0,N,N,722000.0,0.0,722000.0,722000.0,0
FORT LAUDERDALE,FL,33309,FLORIDA COMMUN BANK NATL ASSOC,FL,624410,288,23,2.0,0,23,1,1,0,N,1300000.0,0.0,1300000.0,975000.0,0
PARAMOUNT,CA,90723,LOS ANGELES CNTY SMALL BUS. DE,CA,0,240,200,1.0,138,0,1,0,N,N,382000.0,0.0,382000.0,382000.0,0
NEWTOWN,CT,6470,BANK OF AMERICA NATL ASSOC,RI,624410,62,29,1.0,0,29,1,1,T,N,23998.0,0.0,15000.0,7500.0,0
SALINAS,CA,93901,EAST WEST BANK,CA,448120,300,6,1.0,0,0,1,0,N,N,355000.0,0.0,355000.0,301750.0,0
ANCHORAGE,AK,99503,ALASKA GROWTH CAP. BIDCO INC.,AK,541990,96,17,1.0,19,19,1,1,0,N,600000.0,0.0,600000.0,450000.0,1
HOLLAND,MI,49423,UNITED BANK OF MICHIGAN,MI,339920,84,65,1.0,0,0,1,0,N,N,140000.0,0.0,140000.0,104944.0,0
HONOLULU,HI,96815,BBCN BANK,CA,424930,84,2,1.0,3,2,0,1,N,N,10000.0,0.0,10000.0,8500.0,0
BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,238220,84,11,2.0,0,0,1,1,0,Y,67023.0,0.0,150000.0,127500.0,0
CARNEGIE,PA,15106,CITIZENS BANK NATL ASSOC,RI,812990,45,4,1.0,1,5,0,1,Y,N,10366.0,0.0,7500.0,3750.0,0
AUBURN,MA,1501,COMMERCE BANK & TRUST COMPANY,MA,238210,24,1,2.0,0,1,0,2,Y,N,10000.0,0.0,10000.0,5000.0,0
BROOKLYN,NY,11215,JPMORGAN CHASE BANK NATL ASSOC,IL,512191,63,1,2.0,0,1,0,1,Y,N,18767.0,0.0,10000.0,5000.0,1
Charlotte,NC,28216,UMPQUA BANK,OR,561720,95,1,2.0,1,1,0,1,N,N,15000.0,0.0,15000.0,12750.0,0
SAVAGE,MN,55378,TWIN CITIES-METRO CERT. DEVEL,MN,445110,240,1,1.0,15,0,1,1,0,N,1018000.0,0.0,1018000.0,1018000.0,0
LAS CRUCES,NM,88001,WELLS FARGO BANK NATL ASSOC,CA,621111,36,6,1.0,0,6,1,2,Y,N,106442.0,0.0,60000.0,30000.0,0
WILTON,NH,3086,GE CAP. SMALL BUS. FINAN CORP,TX,0,39,15,1.0,0,15,1,1,0,N,100000.0,0.0,100000.0,80000.0,1
WAUKESHA,WI,53188,WISCONSIN BUS. DEVEL FINAN COR,WI,447110,240,1,1.0,8,1,1,1,N,N,825000.0,0.0,825000.0,825000.0,0
PENNDEL,PA,19047,,,624410,240,3,2.0,0,0,1,0,N,N,147200.0,0.0,147200.0,132480.0,0
GRAYSLAKE,IL,60030,FIRST MIDWEST BANK,IL,621492,84,2,0.0,0,0,1,0,N,Y,71700.0,0.0,71700.0,57360.0,0
BRYAN,TX,77803,PROSPERITY BANK,TX,443120,60,4,1.0,0,0,1,0,N,Y,80000.0,0.0,80000.0,64000.0,0
IRWIN,PA,15642,"PNC BANK, NATIONAL ASSOCIATION",DE,445310,19,1,2.0,0,1,1,1,0,N,75000.0,0.0,75000.0,60000.0,1
ATLANTA,GA,30324,BANK OF AMERICA NATL ASSOC,NC,541519,84,3,1.0,1,0,0,1,Y,,30000.0,0.0,30000.0,25500.0,0
Columbus,OH,43201,KEYBANK NATIONAL ASSOCIATION,OH,312140,84,2,2.0,0,2,0,1,Y,N,82500.0,0.0,50000.0,25000.0,0
GUNNISON,CO,81230,BANK OF THE WEST,CO,0,47,4,1.0,0,0,0,0,N,N,215000.0,0.0,215000.0,182750.0,1
ST. CLAIR,PA,17970,SANTANDER BANK NATL ASSOC,DE,446191,276,5,1.0,0,5,1,1,0,N,205200.0,0.0,205200.0,153900.0,0
SUSSEX,WI,53089,FOUNDATIONS BANK,WI,332311,84,5,1.0,5,5,0,1,Y,N,100425.0,0.0,50000.0,25000.0,0
SEEKONK,MA,2771,BANK OF AMERICA NATL ASSOC,RI,0,48,10,1.0,0,10,1,1,Y,N,209118.0,0.0,100000.0,50000.0,0
GUNNISON,CO,81230,COMMUNITY BANKS OF COLORADO A,CO,0,240,2,1.0,1,1,1,1,0,N,305000.0,0.0,305000.0,228750.0,0
BENICIA,CA,94510,CAPITAL ONE NATL ASSOC,VA,522310,68,1,1.0,2,1,0,1,N,N,25000.0,0.0,25000.0,12500.0,1
ST. PETERS,MO,63376,BANK OF AMERICA NATL ASSOC,NC,722213,84,2,2.0,30,2,1,1,Y,N,96000.0,0.0,96000.0,48000.0,0
FRANKLIN,MA,2038,UNITY BANK,NJ,713940,120,4,2.0,0,0,1,1,N,N,100000.0,0.0,100000.0,85000.0,0
HOLLYWOOD,CA,90029,BANCO POPULAR NORTH AMERICA,CA,0,120,48,1.0,0,0,1,0,N,N,150000.0,0.0,150000.0,112500.0,0
DALY CITY,CA,94014,BAY AREA EMPLOYMENT DEVEL CO,CA,621210,240,3,1.0,2,0,1,1,0,N,259000.0,0.0,339000.0,339000.0,0
BRENTWOOD,MD,20722,BBCN BANK,CA,561710,84,3,1.0,1,3,1,0,0,N,10000.0,0.0,10000.0,8500.0,0
BIRMINGHAM,AL,35216,BANCORPSOUTH BANK,AL,0,48,2,1.0,0,0,1,0,N,Y,18500.0,0.0,18500.0,14800.0,0
PITTSBURGH,PA,15203,"PNC BANK, NATIONAL ASSOCIATION",DE,453998,70,1,1.0,3,1,1,1,T,N,120197.0,0.0,80000.0,40000.0,1
HOUSTON,TX,77058,BBCN BANK,CA,541690,84,4,2.0,8,4,0,1,N,N,35000.0,0.0,35000.0,29750.0,0
MALTA,NY,12020,THE ADIRONDACK TRUST COMPANY,NY,0,120,6,2.0,0,0,1,0,N,N,67000.0,0.0,67000.0,50250.0,0
PHOENIX,AZ,85261,WELLS FARGO BANK NATL ASSOC,CA,541511,36,1,1.0,0,1,1,1,Y,N,10192.0,0.0,10000.0,5000.0,0
SAN MARCOS,CA,92069,U.S. BANK NATIONAL ASSOCIATION,CA,421620,60,12,1.0,0,0,1,0,N,N,300000.0,0.0,300000.0,225000.0,0
DAYTON,OH,45439,JPMORGAN CHASE BANK NATL ASSOC,IL,0,72,20,2.0,0,0,1,0,0,N,800000.0,0.0,800000.0,600000.0,0
SALT LAKE CITY,UT,84115,BANK OF THE WEST,UT,0,120,19,1.0,0,0,1,0,N,N,375000.0,0.0,375000.0,300000.0,0
SAN DIEGO,CA,92109,CITY NATIONAL BANK,CA,442299,84,23,1.0,5,28,1,1,0,N,130000.0,0.0,130000.0,110500.0,0
HICKSVILLE,NY,11801,HSBC BK USA NATL ASSOC,NY,722211,84,5,2.0,4,5,0,1,N,N,100000.0,0.0,100000.0,50000.0,0
ORANGE,CA,92665,CALIFORNIA BANK & TRUST,CA,235410,240,23,1.0,0,0,1,0,N,N,320000.0,0.0,320000.0,240000.0,0
PEMBROKE,MA,2359,CAPITAL ONE NATL ASSOC,VA,323110,55,6,2.0,0,6,0,1,N,N,50000.0,0.0,50000.0,25000.0,1
SUNRISE,FL,33351,BANK OF AMERICA NATL ASSOC,NC,541990,84,1,1.0,1,2,1,1,T,N,50000.0,0.0,50000.0,25000.0,0
FLUSHING,NY,11368,FLUSHING BANK,NY,238220,84,4,1.0,3,7,1,1,0,N,150000.0,0.0,150000.0,75000.0,0
MEDFORD LAKES,NJ,8055,"PNC BANK, NATIONAL ASSOCIATION",PA,0,78,2,2.0,0,0,1,0,N,N,51000.0,0.0,50000.0,25000.0,0
NORTH CONCORD,VT,5858,PASSUMPSIC SAVINGS BANK,VT,484121,48,1,1.0,0,1,1,2,0,N,17500.0,0.0,17500.0,8750.0,0
SEYMOUR (TOWN OF),CT,6483,WEBSTER BANK NATL ASSOC,CT,454311,36,4,2.0,0,4,1,1,Y,N,25000.0,0.0,25000.0,12500.0,0
WILMINGTON,DE,19802,WELLS FARGO BANK NATL ASSOC,DE,0,94,12,1.0,0,0,1,0,N,Y,35000.0,0.0,35000.0,31500.0,0
HAUPPAUGE,NY,11788,JPMORGAN CHASE BANK NATL ASSOC,IL,524210,84,1,1.0,0,1,0,1,Y,N,57120.0,0.0,30000.0,15000.0,0
BRONX,NY,10463,BBCN BANK,CA,812320,65,4,1.0,0,4,0,1,N,N,25000.0,0.0,25000.0,21250.0,1
PROVIDENCE,RI,2909,CITIZENS BANK NATL ASSOC,RI,0,180,6,1.0,0,0,1,0,N,N,540000.0,0.0,540000.0,432000.0,0
PEMBROKE PARK,FL,33024,BANK OF AMERICA NATL ASSOC,NC,621111,12,3,2.0,1,3,1,1,Y,N,8580.0,0.0,25000.0,12500.0,0
EUREKA,MO,63025,BANK OF AMERICA NATL ASSOC,NC,811121,84,4,2.0,3,4,1,1,0,N,101000.0,0.0,101000.0,85850.0,0
ROSEVILLE,CA,95661,WELLS FARGO BANK NATL ASSOC,CA,0,120,5,2.0,2,3,1,1,0,N,75000.0,0.0,75000.0,60000.0,0
PEARL,MS,39208,REGIONS BANK,MS,0,120,4,2.0,0,0,1,0,N,N,49000.0,0.0,49000.0,44100.0,0
LENOIR,NC,28645,WELLS FARGO BANK NATL ASSOC,SD,0,211,6,1.0,0,0,1,0,N,N,220000.0,0.0,220000.0,165000.0,0
INDIANAPOLIS,IN,46250,"PNC BANK, NATIONAL ASSOCIATION",IN,446191,60,2,1.0,0,2,1,1,Y,N,10000.0,0.0,10000.0,5000.0,0
NORWAY,ME,4268,"TD BANK, NATIONAL ASSOCIATION",DE,453310,48,2,2.0,2,2,1,2,0,N,13026.0,0.0,15000.0,7500.0,0
RENO,NV,89510,WELLS FARGO BANK NATL ASSOC,SD,323119,120,26,1.0,0,26,1,1,0,N,650000.0,0.0,650000.0,487500.0,0
BIRMINGHAM,AL,35217,BIRMINGHAM CITYWIDE LOCAL DEVE,AL,0,120,75,1.0,0,75,1,0,N,N,212000.0,0.0,212000.0,212000.0,0
NEW YORK,NY,10011,JPMORGAN CHASE BANK NATL ASSOC,IL,0,36,7,1.0,0,0,1,0,0,N,25000.0,0.0,25000.0,12500.0,0
HAYWARD,CA,94545,BANK OF AGRICULTURE & COMMERCE,CA,0,120,4,2.0,0,0,10528,0,N,Y,100000.0,0.0,100000.0,80000.0,0
CAPE CORAL,FL,33990,"BUSINESS LOAN CENTER, LLC",SC,561730,42,1,2.0,1,1,1,1,0,N,20000.0,0.0,20000.0,17000.0,0
MIDLAND PARK,NJ,7432,NEW JERSEY BUS. FINAN CORP,NJ,0,240,6,1.0,6,0,1,0,N,N,206000.0,0.0,206000.0,206000.0,0
EL PASO,TX,79936,WESTSTAR BANK,TX,238290,36,1,2.0,12,13,1,1,Y,N,151278.0,0.0,100000.0,50000.0,0
HUGHSON,CA,95326,BANK OF AMERICA CALIFORNIA N.A,CA,235810,84,3,1.0,0,0,1,0,0,N,655000.0,0.0,655000.0,491250.0,0
FORT LAUDERDALE,FL,33308,BANK OF AMERICA NATL ASSOC,NC,541620,84,1,1.0,0,1,1,1,Y,N,25000.0,0.0,25000.0,12500.0,0
LOS ANGELES,CA,90035,BBCN BANK,CA,561790,84,1,2.0,7,1,1,1,0,N,5000.0,0.0,5000.0,4250.0,0
CINCINNATI,OH,45226,FIFTH THIRD BANK,OH,512110,12,28,1.0,0,0,1,1,N,N,1100000.0,0.0,1100000.0,990000.0,0
HOPEDALE,MA,1747,MILFORD NATL BK & TR CO,MA,451140,60,2,1.0,0,0,1,0,N,Y,25000.0,0.0,25000.0,22500.0,0
KNOXVILLE,TN,37912,BRANCH BK. & TR CO,NC,0,84,2,1.0,0,0,1,1,0,Y,18000.0,0.0,18000.0,14400.0,0
SOUTH SAN FRANCISCO,CA,94080,MORTGAGE CAP. DEVEL CORP,CA,0,240,28,1.0,7,0,1,1,0,N,144000.0,0.0,148000.0,148000.0,0
LEWISTOWN,MT,59457,CAPITAL ONE NATL ASSOC,VA,443111,84,2,1.0,0,2,0,2,N,N,35000.0,0.0,35000.0,17500.0,0
SHERWOOD,AR,72120,"READYCAP LENDING, LLC",CA,337215,84,8,2.0,8,0,17584,1,0,N,124000.0,0.0,124000.0,93000.0,0
WORCESTER,MA,1600,BANK OF AMERICA NATL ASSOC,RI,561320,48,6,1.0,0,6,1,1,Y,N,63549.0,0.0,33500.0,16750.0,0
STOCKBRIDGE,GA,30281,BBCN BANK,CA,541690,39,1,2.0,12,3,0,1,N,N,5000.0,0.0,5000.0,4250.0,1
LEES SUMMIT,MO,64063,SECURITY BANK OF KANSAS CITY,KS,0,84,28,1.0,0,0,1,0,N,N,400000.0,0.0,400000.0,332000.0,0
GREEN BAY,WI,54302,ASSOCIATED BANK NATL ASSOC,WI,0,120,40,1.0,0,0,36995,0,N,N,305000.0,0.0,305000.0,248270.0,0
San Francisco,CA,94110,CAPITAL ONE NATL ASSOC,VA,722110,84,10,1.0,0,10,1,1,N,N,50000.0,0.0,50000.0,25000.0,0
Granite Bay,CA,95661,FIRST BANK,MO,541990,84,4,1.0,0,4,0,1,Y,N,63445.0,0.0,25000.0,12500.0,0
NAMPA,ID,83651,WELLS FARGO BANK NATL ASSOC,SD,443120,300,4,1.0,0,0,1,0,N,N,240000.0,0.0,240000.0,180000.0,0
PONTIAC,MI,48341,"READYCAP LENDING, LLC",CA,621210,168,7,1.0,1,6,1,1,0,N,664000.0,0.0,664000.0,498000.0,0
PRENTISS,MS,39474,STATE BANK & TRUST COMPANY,MS,112310,180,2,2.0,0,0,1,2,N,N,426000.0,0.0,426000.0,319500.0,0
CITY OF INDUSTRY (INDUSTRY),CA,91745,"CITIBANK, N.A.",CA,488510,72,6,1.0,2,6,1,1,Y,N,150000.0,0.0,150000.0,75000.0,0
LAUREL,MT,59044,YELLOWSTONE BANK,MT,722212,60,3,1.0,0,3,0,2,N,N,28000.0,0.0,28000.0,23800.0,0
FORT MYERS,FL,33908,REGIONS BANK,AL,235920,117,2,1.0,0,2,1,1,0,N,398000.0,0.0,398000.0,298500.0,0
Spring city,TN,37381,"BRIGHTBRIDGE, INC.",TN,453998,240,6,1.0,3,6,0,2,,N,174000.0,0.0,174000.0,174000.0,0
FORT WORTH,TX,76112,BANK OF AMERICA NATL ASSOC,NC,811111,63,5,1.0,1,5,1,1,0,N,115000.0,0.0,115000.0,57500.0,1
NORTH MYRTLE BEACH,SC,29582,ANDERSON BROTHERS BANK,SC,0,180,1,1.0,0,0,67750,0,N,N,1500000.0,0.0,1500000.0,750000.0,0
HOBBS,NM,88240,EH NATIONAL BANK,CA,721110,300,8,1.0,2,8,1,1,0,N,695000.0,0.0,695000.0,521250.0,0
ELLSWORTH,WI,54011,BANK MUTUAL,WI,451110,60,1,2.0,1,0,1,1,Y,N,94968.0,0.0,85000.0,42500.0,0
PLUCKEMIN,NJ,7978,WELLS FARGO BANK NATL ASSOC,SD,0,84,3,2.0,0,0,1,0,N,N,100000.0,0.0,100000.0,80000.0,0
OAKLAND,CA,94621,COMMUNITY W. BANK NATL ASSOC,CA,722211,120,1,1.0,6,1,89769,1,0,N,260000.0,0.0,260000.0,195000.0,0
OGDEN,UT,84403,ZIONS FIRST NATIONAL BANK,UT,621210,22,5,2.0,0,5,1,1,Y,N,39950.0,0.0,30000.0,15000.0,0
SAINT PETERS,MO,63376,U.S. BANK NATIONAL ASSOCIATION,OH,522310,84,2,2.0,0,2,0,1,Y,N,22444.0,0.0,20000.0,10000.0,0
BRAINERD,MN,56401,RIVERWOOD BANK,MN,323111,120,42,1.0,2,42,1,1,0,N,250000.0,0.0,250000.0,125000.0,0
BATON ROUGE,LA,70815,SOURCE BUS. & INDUST DEVEL COR,LA,0,96,6,1.0,0,0,52200,0,N,Y,99000.0,0.0,99000.0,89100.0,0
PLANO,TX,75023,JPMORGAN CHASE BANK NATL ASSOC,IL,621111,84,2,1.0,0,2,1,0,0,N,65000.0,0.0,65000.0,55250.0,0
RIALTO,CA,92376,BBCN BANK,CA,446120,84,7,1.0,0,7,1,1,0,N,150000.0,0.0,150000.0,127500.0,0
GRAND BLANC,MI,48439,CHEMICAL BANK,MI,0,240,24,1.0,0,0,1,0,N,N,336000.0,0.0,336000.0,285600.0,0
ORLANDO,FL,32819,BANK OF AMERICA NATL ASSOC,NC,562111,50,2,2.0,2,4,0,1,Y,N,15972.0,0.0,10000.0,5000.0,1
BRADFORD,NH,3221,CITIZENS BANK NATL ASSOC,NH,541511,36,1,1.0,0,1,1,1,0,N,35000.0,0.0,35000.0,17500.0,0
CORAOPOLIS,PA,15108,"PNC BANK, NATIONAL ASSOCIATION",DE,722213,120,7,1.0,0,7,1,1,0,N,92000.0,0.0,92000.0,46000.0,0
HUNTSVILLE,AL,35801,WELLS FARGO BANK NATL ASSOC,AL,722110,60,27,1.0,0,0,66690,0,0,Y,100000.0,0.0,100000.0,80000.0,0
Sandy,UT,84092,MOUNTAIN AMERICA FCU,UT,445110,84,2,2.0,2,2,0,1,N,N,25000.0,0.0,25000.0,12500.0,0
MINNEAPOLIS,MN,55405,ASSOCIATED BANK NATL ASSOC,MN,0,54,36,1.0,0,0,1,0,N,N,150000.0,0.0,150000.0,112500.0,0
CANOGA PAR,CA,91303,ROYAL BUSINESS BANK,CA,811111,96,7,1.0,0,0,10577,0,N,Y,82000.0,0.0,82000.0,65600.0,0
YORKTOWN,VA,23693,OLD POINT NATL BK OF PHOEBUS,VA,441221,84,2,2.0,0,0,1,0,N,Y,20000.0,0.0,20000.0,18000.0,0
LAS VEGAS,NV,89128,U.S. BANK NATIONAL ASSOCIATION,OH,541360,300,50,1.0,0,0,1,1,0,N,1792600.0,0.0,1800000.0,999990.0,0
NEW ORLEANS,LA,70130,JPMORGAN CHASE BANK NATL ASSOC,IL,812320,60,4,1.0,0,0,1,0,N,N,50450.0,0.0,54053.0,46269.0,0
Sandy,UT,84070,THE HUNTINGTON NATIONAL BANK,OH,621210,180,11,1.0,1,12,0,1,N,N,1980000.0,0.0,1980000.0,1485000.0,0
FARGO,ND,58102,BELL STATE BANK & TRUST,ND,0,60,4,2.0,0,0,1,1,0,Y,72000.0,0.0,72000.0,57600.0,0
EDINBURG,VA,22824,"BUSINESS LOAN CENTER, LLC",SC,0,189,30,1.0,0,0,1,0,N,N,532000.0,0.0,532000.0,399000.0,0
Washington,UT,84780,AMERICANWEST BANK,WA,611512,60,5,2.0,0,0,0,1,N,N,120000.0,0.0,120000.0,90000.0,0
LUBBOCK,TX,79403,FIRST UNITED BANK,TX,0,180,13,1.0,0,0,1,0,N,N,164500.0,0.0,164500.0,123375.0,0
FAIRFAX,IA,52228,FARMERS STATE BANK,IA,561730,180,4,1.0,1,4,0,1,N,N,144000.0,0.0,144000.0,72000.0,0
FAIRFAX,VT,5454,"TD BANK, NATIONAL ASSOCIATION",DE,621498,240,1,2.0,0,0,1,2,N,N,160000.0,0.0,160000.0,80000.0,0
FT DODGE,IA,50501,NORTHWEST BANK,IA,0,84,1,2.0,0,0,1,0,N,Y,80000.0,0.0,80000.0,72000.0,0
MCALLEN,TX,78504,LONE STAR NATIONAL BANK,TX,446199,68,27,1.0,5,0,1,0,Y,C,163118.0,0.0,200000.0,150000.0,0
CHAMBERSBURG,PA,17201,"PNC BANK, NATIONAL ASSOCIATION",DE,445299,81,2,2.0,12,14,1,1,0,N,155000.0,0.0,155000.0,116250.0,1
DELTA,UT,84624,ZIONS FIRST NATIONAL BANK,UT,484110,84,14,1.0,0,14,0,2,Y,N,30000.0,0.0,30000.0,15000.0,0
PALMETTO,GA,30268,BANK OF AMERICA NATL ASSOC,GA,0,84,3,2.0,0,0,1,0,N,Y,100000.0,0.0,100000.0,80000.0,0
PROVIDENCE,RI,2906,BANK RHODE ISLAND,RI,448310,83,10,1.0,3,3,0,1,Y,N,510350.0,0.0,250000.0,125000.0,0
MARSHFIELD,WI,54449,FORWARD FINANCIAL BANK,WI,561720,45,0,2.0,1,0,0,2,N,N,16650.0,0.0,16650.0,8325.0,0
TULSA,OK,74112,BANCFIRST,OK,451140,180,9,1.0,0,0,1,1,N,N,350000.0,0.0,350000.0,262500.0,0
FORT WORTH,TX,76114,"BANK OF TEXAS, A DIVISION OF",TX,812210,180,5,1.0,0,5,1,1,0,N,86400.0,0.0,86400.0,43200.0,0
FULLERTON,CA,92833,BANK OF AMERICA NATL ASSOC,NC,238320,57,5,1.0,0,5,0,1,Y,N,10000.0,0.0,10000.0,5000.0,1
